id,name,phone,location.address1,location.address2,location.city,location.state,location.country,price,rating,review_count,url
FKQl42z8D3FoPrlTsjTFJg,Itacho Ramen & Sushi,13238799985,7311 Beverly Blvd,,Los Angeles,CA,US,$$,4,318,https://www.yelp.com/biz/itacho-ramen-and-sushi-los-angeles-6?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
ZROWIc3EfvE5kiLu-uedTw,Witch's Chicken,13237339292,3250 W Olympic Blvd,Ste 105,Los Angeles,CA,US,,4.5,59,https://www.yelp.com/biz/witchs-chicken-los-angeles-2?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
cy4gzhbr1C-zG2K-BdxH6g,The Pie Hole,13239635174,6314 Hollywood Blvd,,Los Angeles,CA,US,$,4,483,https://www.yelp.com/biz/the-pie-hole-los-angeles-7?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
n-wr69BDZE6n-EE-lZQd2Q,The Mexican Village,12133850479,3668 Beverly Blvd,,Los Angeles,CA,US,$$,4,350,https://www.yelp.com/biz/the-mexican-village-los-angeles-2?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
k7uDQ8CqreIA-Ez2v62-aQ,Star Night,12132510099,3855 Wilshire Blvd,,Los Angeles,CA,US,$$,4,112,https://www.yelp.com/biz/star-night-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
1VUA250wk0Yisiez5r5CGg,Choeng Wun Korean BBQ Buffet Restaurant,13234657590,944 N Western Ave,,Los Angeles,CA,US,$$,4,196,https://www.yelp.com/biz/choeng-wun-korean-bbq-buffet-restaurant-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
fblsAOG-bJT2rnFbsIXQng,Erin McKenna's Bakery,18554622292,236 N Larchmont Blvd,,Los Angeles,CA,US,$$,4,667,https://www.yelp.com/biz/erin-mckennas-bakery-los-angeles-2?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
PIbJXHsb40N51hR7UbUYJw,Delancey,13234692100,5936 W Sunset Blvd,,Los Angeles,CA,US,$$,4,536,https://www.yelp.com/biz/delancey-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
V3LOV2oYfCd6_a02z1-Z0A,Hwal Uh Kwang Jang,12133866688,730 S Western Ave,,Los Angeles,CA,US,$$,4,196,https://www.yelp.com/biz/hwal-uh-kwang-jang-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
3lVM3iTSu5pD2gO2s8dulQ,Gonjiam,13234694648,4653 Beverly Blvd,,Los Angeles,CA,US,$$,4,91,https://www.yelp.com/biz/gonjiam-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
rHQHvoqY3JofDNQS2cOFQA,TOI On Sunset,13238748062,7505 1/2 W Sunset Blvd,,Los Angeles,CA,US,$$,3.5,1192,https://www.yelp.com/biz/toi-on-sunset-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
391HI2FdOZbCV93iB4t0UQ,Buchun Gamjatang,12133806606,3055 W 7th St,,Los Angeles,CA,US,$$,4.5,89,https://www.yelp.com/biz/buchun-gamjatang-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
WTdoODEkK5r3jgQXyQaFgA,Burgerdaddy,13234132212,7016 Melrose Ave,,Los Angeles,CA,US,,5,8,https://www.yelp.com/biz/burgerdaddy-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
Fx_O-3ZSGr9PH6_sU-bL9Q,Bon Shabu,12133185004,601 S Ardmore Ave,Ste 100,Los Angeles,CA,US,$$,4,548,https://www.yelp.com/biz/bon-shabu-los-angeles-2?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
3BcADDsA0RfJT78Af6nzYg,Fritzi Coop,13239369436,6333 W 3rd St,,Los Angeles,CA,US,$$,3.5,272,https://www.yelp.com/biz/fritzi-coop-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
QUK6uKjFBN1HWCpxwC0oMg,Boba Bear,12139085595,414 S Western Ave,Ste C,Los Angeles,CA,US,$$,4,804,https://www.yelp.com/biz/boba-bear-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
84SaHfwZcPp0c8uZdhyLOQ,Brandoni Pepperoni,13233064968,7100 Santa Monica Blvd,,West Hollywood,CA,US,,5,1,https://www.yelp.com/biz/brandoni-pepperoni-west-hollywood?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
MM3ktkBugHMa0joGSdBemQ,Umami Burger - Los Feliz,13236693922,4655 Hollywood Blvd,,Los Angeles,CA,US,$$,3.5,1901,https://www.yelp.com/biz/umami-burger-los-feliz-los-angeles-2?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
TNkfaiMFw1e6dKWxTtGJHw,Vernetti,13237985886,225 N Larchmont Blvd,,Los Angeles,CA,US,$$,3.5,325,https://www.yelp.com/biz/vernetti-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
vWpuRdatiCaxbdqhbqX0rw,Roll Call,12139085091,3183 Wilshire Blvd,Ste 186,Los Angeles,CA,US,$$,4.5,325,https://www.yelp.com/biz/roll-call-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
qHlG2Rp15XYoh-vhPkpR_Q,Galleria Tonkatsu,13233731888,3250 W Olympic Blvd,Ste 307,Los Angeles,CA,US,$$,4,31,https://www.yelp.com/biz/galleria-tonkatsu-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
MtvPWC-Xy8dbyrxAaqsA2w,Beetle House LA,19292910337,1714 N Las Palmas Ave,,Los Angeles,CA,US,$$$,3.5,2017,https://www.yelp.com/biz/beetle-house-la-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
ELVjiXuScL94Sw05HTaWqg,Sharky's Woodfired Mexican Grill,13234617881,1716 N Cahuenga Blvd,,Los Angeles,CA,US,$,4,239,https://www.yelp.com/biz/sharkys-woodfired-mexican-grill-los-angeles-12?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
sYcLm4n3k-FYZm_bKTUJ-g,Haemaru,12133155085,3498 W 8th St,,Los Angeles,CA,US,$$,4,131,https://www.yelp.com/biz/haemaru-los-angeles-5?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
7FI5FtEVMb6LNoHYTYbncA,Wi Korean BBQ,12133889291,1101 S Vermont Ave,Ste 103,Los Angeles,CA,US,$$,4.5,370,https://www.yelp.com/biz/wi-korean-bbq-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
lREU1l5sUOcXE00LmDa5HA,Blaze Fast-Fire'd Pizza,13239311197,110 S Fairfax Ave,,Los Angeles,CA,US,$,4,507,https://www.yelp.com/biz/blaze-fast-fired-pizza-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
gTh91MHnEofFq0_evLEPcA,Five Guys,13239392360,5550 Wilshire Blvd,Ste 101D,Los Angeles,CA,US,$$,3.5,311,https://www.yelp.com/biz/five-guys-los-angeles-8?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
BxuNH57QW8yOyrA3wpjlxQ,Shakey's Pizza Parlor,13236632145,5170 W Sunset Blvd,,Los Angeles,CA,US,$$,4,158,https://www.yelp.com/biz/shakeys-pizza-parlor-los-angeles-5?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
WRTTkYLgEry6ox7AU0HZtg,Manila Sunset,13236651010,1016 N Vermont Ave,,Los Angeles,CA,US,$,3.5,176,https://www.yelp.com/biz/manila-sunset-los-angeles-2?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
aWcDn06p2jFmsdMPHSjBSA,Chao Krung Thai,13239398361,111 N Fairfax Ave,,Los Angeles,CA,US,$$,3.5,345,https://www.yelp.com/biz/chao-krung-thai-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
8AMcVu62TQkLDuQP4jVNHQ,Pho 24,12133885507,3450 W 6th St,Ste 109-B,Los Angeles,CA,US,$,4,680,https://www.yelp.com/biz/pho-24-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
LiOTgwAIorn3tDQz-ZJhaA,Dan Sung Sa,12134879100,3317 W 6th St,,Los Angeles,CA,US,$$,4,851,https://www.yelp.com/biz/dan-sung-sa-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
l96wBEMriHr7RJJM_voP7A,6th & La Brea Brewery & Restaurant,13239988565,600 S La Brea Ave,,Los Angeles,CA,US,$$,4,341,https://www.yelp.com/biz/6th-and-la-brea-brewery-and-restaurant-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
#NAME?,Trejo's Cantina - Hollywood,13234618226,1556 N Cahuenga Blvd,,Los Angeles,CA,US,$$,3.5,561,https://www.yelp.com/biz/trejos-cantina-hollywood-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
SREXeeGWWQwKP54fCljwZg,Monsieur Marcel,13239397792,6333 W 3rd St,Ste 150,Los Angeles,CA,US,$$,4,781,https://www.yelp.com/biz/monsieur-marcel-los-angeles-5?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
Vofb2CP_2rSeBvOgy1679A,Get Bbul,12133807070,3189 W Olympic Blvd,,Los Angeles,CA,US,$$,4,192,https://www.yelp.com/biz/get-bbul-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
6Qkw3cCuM4AR-t8_NRPh3A,Kuishimbo,12133808055,4001 Wilshire Blvd,Ste E,Los Angeles,CA,US,$,4,130,https://www.yelp.com/biz/kuishimbo-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
OfV5hJbLmKsnfi3k4B3aeQ,The Dragon Restaurant,12133878833,966 S Vermont Ave,,Los Angeles,CA,US,$$,3.5,300,https://www.yelp.com/biz/the-dragon-restaurant-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
Dv6-iy7-tN8ETAjqW6eg4g,Next Door Lounge,13234655505,1154 N Highland Ave,,Los Angeles,CA,US,$$,4,1077,https://www.yelp.com/biz/next-door-lounge-los-angeles-4?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
ecfX-CsrrXcQ-txbu1cEiQ,Tarboosh Middle East Kitchen,12133889636,3435 Wilshire Blvd,Ste 108,Los Angeles,CA,US,$$,4,310,https://www.yelp.com/biz/tarboosh-middle-east-kitchen-los-angeles-3?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
GBwagy_9bBmyiSETCbYnkg,Boo's Philly Cheesesteaks - Koreatown,12133881955,3377 Wilshire Blvd,,Los Angeles,CA,US,$$,4,642,https://www.yelp.com/biz/boos-philly-cheesesteaks-koreatown-los-angeles-2?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
IBthDLHW6EPfIgOHuwhf7w,Song Hak Korean BBQ,12135294008,356 S Western Ave,Ste 201,Los Angeles,CA,US,$$,4.5,236,https://www.yelp.com/biz/song-hak-korean-bbq-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
wjU7E9cMWgxZO9HNTn_tig,Everytable,12139735095,1101 W 23rd St,,Los Angeles,CA,US,$,4.5,296,https://www.yelp.com/biz/everytable-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
hb2Oa6F8n70XlDxC8eRIFg,Meat Love Korean BBQ,13233730700,1145 S Western Ave,,Los Angeles,CA,US,$$,4,444,https://www.yelp.com/biz/meat-love-korean-bbq-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
sDjVjW6RcZ0YpBBNoJQ3jg,SHYO Original Ramen,13234509380,5028 Melrose Ave,,Los Angeles,CA,US,,4.5,33,https://www.yelp.com/biz/shyo-original-ramen-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
awlruGCm1MEFDNCAtUcGKw,Panda Inn,,615 N Western Ave,,Los Angeles,CA,US,,5,29,https://www.yelp.com/biz/panda-inn-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
ZyWYXZhT1Q-qeDtb_Ka-Pg,OG Wingz,13234985576,6340 Hollywood Blvd,,Los Angeles,CA,US,$$,3.5,189,https://www.yelp.com/biz/og-wingz-los-angeles-2?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
plOyjVK3w4aoiK-ARPCm7w,School Food Blooming Roll,12133803663,621 S Western Ave,Ste 301,Los Angeles,CA,US,$$,3,525,https://www.yelp.com/biz/school-food-blooming-roll-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
#NAME?,Jeong Yuk Jeom,12133842244,621 S Western Ave,Ste 100,Los Angeles,CA,US,$$,4,265,https://www.yelp.com/biz/jeong-yuk-jeom-los-angeles-2?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
U0WqqllDb01ZTzTmYcm0gQ,La Ddong Ggo,12135683708,528 S Western Ave,,Los Angeles,CA,US,$$,3.5,242,https://www.yelp.com/biz/la-ddong-ggo-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
w8TeCRAS07vTgM7wTY7_Zw,Rincon Chileno,13236666075,4354 Melrose Ave,,Los Angeles,CA,US,$$,4,186,https://www.yelp.com/biz/rincon-chileno-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
oFEhfxUh_Bc5d1uciUdB7w,Pizza Pasta Dilla,12132771152,1243 S Alvarado St,Ste B1,Los Angeles,CA,US,,4.5,34,https://www.yelp.com/biz/pizza-pasta-dilla-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
DWMo-335d0hTevj3Yiycaw,Secret Bar & Grill,13234635156,6541 Hollywood Blvd,,Los Angeles,CA,US,$$,3.5,304,https://www.yelp.com/biz/secret-bar-and-grill-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
cSSyQ9xttMy6Gn8TFyNH7w,Spare Tire Kitchen & Tavern,13238234890,5370 Wilshire Blvd,,Los Angeles,CA,US,$$,4,1145,https://www.yelp.com/biz/spare-tire-kitchen-and-tavern-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
D4DoEd0h6MqbMcJRlNaL_A,Sweetfin Poké,13234656040,135 N Larchmont Blvd,,Los Angeles,CA,US,$$,4,169,https://www.yelp.com/biz/sweetfin-pok%C3%A9-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
_0EORKOPsY5OlliTxOIxZw,Perfect Pita,13234627879,6319 Hollywood Blvd,,Los Angeles,CA,US,$,4.5,169,https://www.yelp.com/biz/perfect-pita-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
UFiRc5ILf5HCuJmuDvrnWg,Antonio's Restaurant,13236589060,7470 Melrose Ave,,Los Angeles,CA,US,$$,3.5,285,https://www.yelp.com/biz/antonios-restaurant-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
nSg-cCHKWxdjZO9RZiRPIQ,Seorae Village Pork BBQ,13233786948,203 N Western Ave,,Los Angeles,CA,US,$$,4.5,59,https://www.yelp.com/biz/seorae-village-pork-bbq-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
eT6Zb_xBsOKGKZd97X0XHg,Aura Thai Hollywood,13239069914,1415 N Vermont Ave,,Los Angeles,CA,US,$$,4,170,https://www.yelp.com/biz/aura-thai-hollywood-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
4VgIBr6bgx0Aq3S4ARM1pA,Cactus Taqueria #2,13236620759,4370 Beverly Blvd,,Los Angeles,CA,US,$,3.5,361,https://www.yelp.com/biz/cactus-taqueria-2-los-angeles-2?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
AX-hRDB8zpIHKMix9VqB8g,H Cafe,12133896140,3200 W 8th St,,Los Angeles,CA,US,$$,4.5,500,https://www.yelp.com/biz/h-cafe-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
5DDUuxbHZhYdgjI5lVKwJQ,Nak Won House,12133888889,1001 S Vermont Ave,Ste 103,Los Angeles,CA,US,$$,3.5,362,https://www.yelp.com/biz/nak-won-house-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
b4Oq0ESx-a_w1qJ-snDWvw,Cruzer Pizza 100% Vegan,13236660600,5051 Hollywood Blvd,,Los Angeles,CA,US,$$,4.5,786,https://www.yelp.com/biz/cruzer-pizza-100-vegan-los-angeles-2?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
RaKnMxcrsFtx6ii7yO353Q,Lory's Restaurant,13236669631,4963 W Sunset Blvd,,Los Angeles,CA,US,$,4.5,49,https://www.yelp.com/biz/lorys-restaurant-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
9H1Gy6hOZwgsyC5fpx9pjQ,Ono Hawaiian BBQ,13234613688,5539 W Sunset Blvd,,Los Angeles,CA,US,$,3,149,https://www.yelp.com/biz/ono-hawaiian-bbq-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
oF8VzkDLlmf-PfieLYENNg,Bhan Kanom Thai,13238718030,5271 Hollywood Blvd,,Los Angeles,CA,US,$,4,624,https://www.yelp.com/biz/bhan-kanom-thai-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
oZZlgNNCOMEueGKBcjYQYg,Tu Madre - Larchmont,13234991143,203 N Larchmont Blvd,,Los Angeles,CA,US,$$,3.5,286,https://www.yelp.com/biz/tu-madre-larchmont-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
_LJ2Ub-G-UBQI9pHQvE-bA,Desert Rose,13236661166,1700 N Hillhurst Ave,,Los Angeles,CA,US,$$,3.5,893,https://www.yelp.com/biz/desert-rose-los-angeles-2?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
4D5gpmcEtqfTxKnnwZpAEQ,MJ's Grill,13234529223,7265 Melrose Ave,,Los Angeles,CA,US,$$,4.5,123,https://www.yelp.com/biz/mjs-grill-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
TZKxO09nCJlh6sBNUI4QRg,Escuela Taqueria,13239326178,7615 Beverly Blvd,,Los Angeles,CA,US,$$,3.5,500,https://www.yelp.com/biz/escuela-taqueria-los-angeles-2?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
87yQHTD_9NOCmiDCIpgyEw,Olympic Burger,12133851728,1001 S Vermont Ave,Ste 108,Los Angeles,CA,US,$,4,171,https://www.yelp.com/biz/olympic-burger-los-angeles?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
D7jf5__qchEsy9kmmStdvg,Go Pocha,12133810088,401 S Vermont Ave,,Los Angeles,CA,US,$$,4,275,https://www.yelp.com/biz/go-pocha-los-angeles-2?adjust_creative=vSbiFvgkMDv_Pd_MDZ8x3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_graphql&utm_source=vSbiFvgkMDv_Pd_MDZ8x3A
